PROVIDER,CLASSIFICATION,DESCRIPTION,PRICE,UNIT
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PSYCHIATRIC SERVICES,Electroencephalography,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Erbs Palsy per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Talipes Manupulation per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Injection trauma/palsy per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,congenital hip dislocation per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Fractures per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Polio deformities per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Critical Care (In ICU per day),5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Oxygen Therapy per day,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Nebulistation per day,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Gastric Lavage,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Aspirations/Paracentesis,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Tissue Biopsies,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Lumbar Puncture,4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Phototherapy per day,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Incubator Care per day,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Exchange Blood Transfusion,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC,Subdural Tap,4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Anal Dilatation,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Rectal Polyp,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Anal Transposition for Ectopic Anus,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Hernia - Epigastric,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Hernia - Umbilical,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Hernia-Inguinal - Bilateral,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Hernia-Inguirial -Unilateral,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Orchidopexy - Unilateral),25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Abdomino Perioneal (Exomphalos),50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Chordee Correction,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Closure Colostomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Colectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Colon Transplant,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Cystolithotomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Oesophageal Atresia (Fistula),50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Gastrostomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Hernia - Diaphragmatic,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Meckels Diverticulectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Meniscectomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Nephrolithotomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Orchidopexy - Bilateral,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Pyelolithotomy,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Pyeloplasty,50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PAEDIATRIC SURGERY,Pyloric Stenosis (Ramsted OP),50000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,#NAME?,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,#NAME?,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,#NAME?,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Simple Extraction,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Amalgam Restoration,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Amalgam Restoration (Class II),3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Composite Restoration,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Pulpal Treatment For Children,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Surgical Extraction,8000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Periodontal Gum Treatment,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Fissure Selant,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Forcep Extraction,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Fistulectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Fixation of fracture of the jaw,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Squestrectomy,45000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,DENTAL PROCEEDURES,Tumour Excission,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Cerebro-vascular Accident  per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Chest Conditions per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Diabetic Neuropathy,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Facial/Bell's Palsy,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Spinal Cord Lesion,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Parkinsonism,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Peripheral Nerve Injuries,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Sciatica,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,Incontinence,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PHYSIOTHERAPY,nerve root compression,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,P.I.D.,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,Obstetrics trauma/paresis/paralysis,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OBSTETRICS/GYNEACOLOGY,Uterine Prolapse,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,HYSTEROSCOPIC PROCEDURES,Ablation of Endometrium,3000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,HYSTEROSCOPIC PROCEDURES,Hysteroscopic Tubal Cannulation,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,HYSTEROSCOPIC PROCEDURES,Polypectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,HYSTEROSCOPIC PROCEDURES,Uterine Synechia - Cutting,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Repair & Transposition Nerve,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Skull Traction,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Subdural aspiration,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Ventricular Puncture,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Carpal Tunnel Release,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Cervical Ribs,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Cranio Ventrical,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Cranioplasty,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Cerebrospinal Fluid (CSF) Rhinorrohea,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Duroplasty,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Local Neurectomy,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Lumbar Disc,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Microdiscectomy - Cervical/Lumbar,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Neurolysis,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Peripheral Nerve Surgery,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Shunt,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Canal Stenosis,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Disc Cervical/Lumber,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Extradural Tumour,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Intradural Tumour,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Intramedullar Tumour,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Temporal Rhizotomy,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Trans Sphenoidal,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Vagotomy - Selective,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Vagotomy with Gastrojejunostomy,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Vagotomy with Pyeloroplasty,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Vagotomy - Highly Selective,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Burr hole,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Carotid Endartrectomy,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Craniostenosis,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Haematoma - Brain (head injuries),85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Haematoma - Brain (hypertensive),85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Haematoma (Child irritable subdural),85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Laminectomy with Fusion,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Meningocele - Anterior,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Posterior Fossa - Decompression,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Brachial Plexus - Repair,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spina Bifida - Large - Repair,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spina Bifida - Small - Repair,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Anterior Decompression,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Spine - Decompression & Fusion,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Tumours - Supratentorial,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Tumours Meninges - Gocussa,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Tumours Meninges - Posterior,85000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Anneurysm,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Anterior Encephalocele,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Meningocele - Lumbar,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,NEUROSURGERY,Meningococle – Ocipital,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Hand/Finger,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Wrist,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Forearm,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Elbow,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Humerus,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Shoulder,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Clavicle,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Foot/Toe,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Ankle,1000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Leg (Tibia/Fibula),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Knee,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Hip,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Femur Or Thigh,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Pelvic,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Chest (PA/AP),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Chest (PA/Lateral),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Chest For Ribs (Oblique),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Apical/Lordotic,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sternum,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Thoracic Inlet,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Cervical Spine,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Lateral Neck (Soft Tissue),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Thoracic Spine,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Thoraco Lumber Spine,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Lumbar Spine,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Lumbo Sacral Spine,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sacrum,1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sacro Illiac Joint (S.I.J.),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Cervical Spine  (Oblique),2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sacro-Coccxy,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Abdomen (Plain),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Abdomen (Erect/Supine),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Abdomen (Pregnancy),1500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Skull (AP/Lat),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Skull (Pa/Lat/Townes),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Mastoids,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sinuses  AP/LNT/OM,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Mandibles (Jaw),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Temporo-Mandibular Joints  (TMJ),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Sella Turcica,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Tagential,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Occipito-Mental (OM),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Periapical,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Bitewings,2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,RADIOLOGY,Panoramic View,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Obstetric Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Abdominal Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Pelvic Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Breast Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Bladder Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Abdominal Pelvic Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Prostate Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Thyroid Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Testes/Scrotal Scan (Each),3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Ovulometry/TV Scan,3500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LAB - (ULTRASOUND SCAN AND IMAGING),Trans-Fontanellar (Children),4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Barium Swallow,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Barium Meal/Follow Through,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Barium Enema,13000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Intravenous Urography (IVU),15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Hysterosalpingogram  (HSG),10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Cysto-Urethrogram,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Fistulogram,9000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Myelogram,40000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Skeletal Survey (Adult),5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Electrocardiography (E C G),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Echocardiography,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Electroencephalography,7000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Micturating Cyto-Urethrogram,7000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Phlebogram-One Leg,10000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Venogram-One Leg,12000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Arthrogram,9500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Sialogram,6000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Sinogram,6000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,MRI Scan,70000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,CTScan,60000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,LABORATORY INVESTIGATIONS,Mammography,6000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Packed Cell Volume (PCV),400,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Haemoglobin (HB),400,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,White Cell Count (WBC),400,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Differential White Cell Count ( WBC-Diff),450,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Erythrocyte Sedimentation Rate (ESR),350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Blood Film For Malarial Parasites (MP),350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Widal Test,600,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Blood Grouping(ABO & Rh),400,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,VDRL,600,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Blood Microfilaria,350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,urine Microscopy,350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Urinalysis,350,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Pregnancy Test (Urine),450,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,OTHER LAB INVESTIGATIONS,Stool Analysis ( R/E Only),350,
